Spending Score (1-100),Annual Income (k$),Age
0.38775510204081626,0.0,0.019230769230769273
0.8163265306122448,0.0,0.05769230769230771
0.05102040816326531,0.008196721311475405,0.03846153846153849
0.7755102040816326,0.008196721311475405,0.0961538461538462
0.39795918367346933,0.016393442622950824,0.25
0.7653061224489796,0.016393442622950824,0.07692307692307698
0.05102040816326531,0.024590163934426215,0.326923076923077
0.9489795918367346,0.024590163934426215,0.0961538461538462
0.020408163265306124,0.032786885245901634,0.8846153846153847
0.7244897959183673,0.032786885245901634,0.23076923076923084
0.13265306122448978,0.032786885245901634,0.9423076923076924
0.9999999999999999,0.032786885245901634,0.326923076923077
0.14285714285714282,0.04098360655737705,0.7692307692307693
0.7755102040816326,0.04098360655737705,0.11538461538461542
0.12244897959183672,0.04098360655737705,0.3653846153846154
0.7959183673469387,0.04098360655737705,0.07692307692307698
0.346938775510204,0.049180327868852444,0.326923076923077
0.6632653061224489,0.049180327868852444,0.03846153846153849
0.2857142857142857,0.06557377049180328,0.6538461538461539
0.9897959183673468,0.06557377049180328,0.326923076923077
0.346938775510204,0.07377049180327867,0.326923076923077
0.7346938775510203,0.07377049180327867,0.13461538461538464
0.04081632653061224,0.08196721311475409,0.5384615384615385
0.7346938775510203,0.08196721311475409,0.25
0.13265306122448978,0.10655737704918032,0.6923076923076924
0.8265306122448979,0.10655737704918032,0.21153846153846156
0.31632653061224486,0.10655737704918032,0.5192307692307693
0.6122448979591836,0.10655737704918032,0.326923076923077
0.3061224489795918,0.11475409836065574,0.42307692307692313
0.8775510204081631,0.11475409836065574,0.0961538461538462
0.030612244897959183,0.12295081967213116,0.8076923076923078
0.7346938775510203,0.12295081967213116,0.05769230769230771
0.030612244897959183,0.14754098360655737,0.6730769230769232
0.9285714285714285,0.14754098360655737,0.0
0.13265306122448978,0.14754098360655737,0.5961538461538463
0.8163265306122448,0.14754098360655737,0.05769230769230771
0.16326530612244897,0.1557377049180328,0.46153846153846156
0.7346938775510203,0.1557377049180328,0.23076923076923084
0.2551020408163265,0.180327868852459,0.34615384615384615
0.7551020408163265,0.180327868852459,0.03846153846153849
0.346938775510204,0.1885245901639344,0.9038461538461539
0.9285714285714285,0.1885245901639344,0.11538461538461542
0.3571428571428571,0.19672131147540983,0.576923076923077
0.6122448979591836,0.19672131147540983,0.25
0.2755102040816326,0.19672131147540983,0.5961538461538463
0.6530612244897959,0.19672131147540983,0.11538461538461542
0.5510204081632653,0.20491803278688525,0.6153846153846154
0.4693877551020408,0.20491803278688525,0.17307692307692313
0.4183673469387755,0.20491803278688525,0.21153846153846156
0.4183673469387755,0.20491803278688525,0.25
0.520408163265306,0.22131147540983603,0.5961538461538463
0.6020408163265305,0.22131147540983603,0.28846153846153855
0.5408163265306122,0.22950819672131145,0.25
0.6020408163265305,0.22950819672131145,0.7884615384615384
0.44897959183673464,0.22950819672131145,0.6153846153846154
0.4081632653061224,0.22950819672131145,0.5576923076923077
0.5,0.23770491803278687,0.6346153846153847
0.4591836734693877,0.23770491803278687,0.980769230769231
0.510204081632653,0.2540983606557377,0.17307692307692313
0.4591836734693877,0.2540983606557377,0.6730769230769232
0.5612244897959183,0.2540983606557377,1.0
0.5510204081632653,0.2540983606557377,0.019230769230769273
0.520408163265306,0.26229508196721313,0.9423076923076924
0.5918367346938775,0.26229508196721313,0.6923076923076924
0.510204081632653,0.2704918032786885,0.8653846153846155
0.5918367346938775,0.2704918032786885,0.0
0.5,0.2704918032786885,0.48076923076923084
0.47959183673469385,0.2704918032786885,0.9615384615384616
0.5918367346938775,0.2704918032786885,0.019230769230769273
0.4693877551020408,0.2704918032786885,0.2692307692307693
0.5510204081632653,0.2786885245901639,1.0
0.4183673469387755,0.2786885245901639,0.5576923076923077
0.48979591836734687,0.28688524590163933,0.8076923076923078
0.5612244897959183,0.28688524590163933,0.8076923076923078
0.4693877551020408,0.319672131147541,0.7884615384615384
0.5408163265306122,0.319672131147541,0.15384615384615385
0.5306122448979591,0.319672131147541,0.5192307692307693
0.47959183673469385,0.319672131147541,0.42307692307692313
0.520408163265306,0.319672131147541,0.0961538461538462
0.4183673469387755,0.319672131147541,0.5961538461538463
0.510204081632653,0.319672131147541,0.7500000000000001
0.5510204081632653,0.319672131147541,0.3846153846153847
0.4081632653061224,0.319672131147541,0.9423076923076924
0.43877551020408156,0.319672131147541,0.5384615384615385
0.5714285714285714,0.319672131147541,0.05769230769230771
0.4591836734693877,0.319672131147541,0.576923076923077
0.5816326530612245,0.3442622950819672,0.7115384615384616
0.5510204081632653,0.3442622950819672,0.07692307692307698
0.6020408163265305,0.3524590163934426,0.3076923076923077
0.4591836734693877,0.3524590163934426,0.6153846153846154
0.5510204081632653,0.36065573770491804,0.9615384615384616
0.4081632653061224,0.36065573770491804,0.0
0.48979591836734687,0.36885245901639346,0.576923076923077
0.39795918367346933,0.36885245901639346,0.42307692307692313
0.4183673469387755,0.36885245901639346,0.2692307692307693
0.520408163265306,0.36885245901639346,0.11538461538461542
0.4693877551020408,0.36885245901639346,0.5576923076923077
0.5,0.36885245901639346,0.17307692307692313
0.4183673469387755,0.3770491803278688,0.576923076923077
0.48979591836734687,0.3770491803278688,0.03846153846153849
0.4081632653061224,0.38524590163934425,0.0961538461538462
0.47959183673469385,0.38524590163934425,0.5961538461538463
0.5918367346938775,0.38524590163934425,0.9423076923076924
0.5510204081632653,0.38524590163934425,0.15384615384615385
0.5612244897959183,0.38524590163934425,0.5961538461538463
0.4183673469387755,0.38524590163934425,0.05769230769230771
0.5,0.39344262295081966,0.9230769230769232
0.4591836734693877,0.39344262295081966,0.6923076923076924
0.42857142857142855,0.39344262295081966,0.9615384615384616
0.47959183673469385,0.39344262295081966,0.9230769230769232
0.520408163265306,0.39344262295081966,0.9038461538461539
0.5408163265306122,0.39344262295081966,0.019230769230769273
0.4183673469387755,0.4016393442622951,0.3846153846153847
0.4591836734693877,0.4016393442622951,0.019230769230769273
0.47959183673469385,0.4098360655737705,0.0
0.5,0.4098360655737705,0.019230769230769273
0.42857142857142855,0.4098360655737705,0.8653846153846155
0.5918367346938775,0.4098360655737705,0.5961538461538463
0.42857142857142855,0.42622950819672134,0.6346153846153847
0.5714285714285714,0.42622950819672134,0.6153846153846154
0.5612244897959183,0.42622950819672134,0.17307692307692313
0.39795918367346933,0.42622950819672134,0.3846153846153847
0.5816326530612245,0.4426229508196722,0.42307692307692313
0.9183673469387754,0.4426229508196722,0.40384615384615385
0.2857142857142857,0.4508196721311476,0.0961538461538462
0.7755102040816326,0.4508196721311476,0.25
0.346938775510204,0.4590163934426229,0.48076923076923084
0.9591836734693877,0.4590163934426229,0.42307692307692313
0.1020408163265306,0.4590163934426229,0.7884615384615384
0.7551020408163265,0.4590163934426229,0.3846153846153847
0.08163265306122448,0.4590163934426229,0.5576923076923077
0.7551020408163265,0.4590163934426229,0.40384615384615385
0.336734693877551,0.4672131147540983,0.13461538461538464
0.7142857142857142,0.4672131147540983,0.25
0.04081632653061224,0.47540983606557374,0.03846153846153849
0.8877551020408162,0.47540983606557374,0.21153846153846156
0.061224489795918366,0.47540983606557374,0.5000000000000001
0.7346938775510203,0.47540983606557374,0.2692307692307693
0.09183673469387754,0.48360655737704916,0.019230769230769273
0.7244897959183673,0.48360655737704916,0.326923076923077
0.04081632653061224,0.4918032786885246,0.7500000000000001
