child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp
1.316620241411328,-0.9074410163339385,0.3423913043478259,0.05604203152364278,-0.42941630239136025,0.45302013422818793,-1.4695652173913036,1.6354916067146283,-0.32287735849056604
-0.0501392757660167,-0.25408348457350277,0.06249999999999985,0.1856392294220667,-0.0015428130624839291,-0.10067114093959727,0.2782608695652176,-0.3645083932853718,-0.04481132075471698
0.14856081708449395,0.12341197822141559,-0.5842391304347825,-0.41681260945709275,0.15119568012342505,1.1979865771812082,0.295652173913044,0.23021582733812948,-0.015723270440251572
1.8514391829155061,0.9909255898366608,-0.9429347826086953,-0.014010507880910633,-0.2087940344561584,1.9026845637583891,-1.1304347826086951,1.7985611510791366,-0.08883647798742138
-0.1671309192200557,0.3811252268602542,-0.07880434782608693,0.5464098073555167,0.4700437130367704,-0.441834451901566,0.32173913043478286,-0.13429256594724231,0.5927672955974843
-0.08913649025069639,-0.5843920145190564,0.4836956521739127,-0.956217162872154,0.44947287220365134,1.7348993288590602,0.23478260869565243,-0.019184652278177474,0.44339622641509435
-0.02228412256267408,-0.5154264972776771,-0.5217391304347824,0.07005253940455342,-0.1676523527899203,0.2662192393736018,0.017391304347826333,-0.3453237410071943,-0.11320754716981132
-0.2692664809656453,-0.5517241379310346,0.6548913043478258,-0.7845884413309981,1.6168680894831575,-0.47315436241610737,0.7739130434782614,-0.2302158273381296,3.7138364779874213
-0.2785515320334262,0.5916515426497279,1.271739130434782,0.15761821366024517,1.7094368732321934,-0.5052572706935122,0.6434782608695657,-0.46522781774580346,3.3207547169811322
0.3695450324976788,0.7005444646098005,-0.11956521739130441,-0.7915936952714535,0.3106196965800977,0.9407158836689039,-0.34782608695652173,-0.23501199040767395,0.09276729559748427
-0.1021355617455896,0.0,0.42663043478260837,0.014010507880910883,0.6654667009514014,-0.6468680089485458,0.06086956521739155,-0.2637889688249401,1.8349056603773586
-0.19870009285051068,1.2522686025408352,-0.36684782608695654,0.26619964973730303,1.6014399588583184,0.22930648769574954,0.25217391304347875,-0.11990407673860912,1.2610062893081762
0.5589600742804085,-0.6896551724137933,-0.760869565217391,-0.753064798598949,-0.3867318076626382,0.19574944071588368,-0.23478260869565118,-0.03836930455635495,-0.3067610062893082
-0.09470752089136493,0.16333938294010894,0.44836956521739096,0.18914185639229442,0.27462072512213936,-0.5670022371364654,0.3130434782608703,-0.30215827338129503,0.8915094339622641
-0.2562674094707521,0.5952813067150636,-0.19293478260869557,0.7425569176882663,0.32090511699665725,1.086129753914989,-0.23478260869565118,-0.4412470023980816,0.10770440251572327
-0.27483751160631387,1.5027223230490023,1.190217391304347,1.0998248686514889,1.6014399588583184,-0.3926174496644295,0.6000000000000005,-0.2637889688249401,3.1242138364779874
-0.009285051067780872,0.842105263157895,-0.30434782608695643,0.49737302977232933,-0.10696837233221908,-0.4753914988814318,-0.14782608695652075,0.14388489208633085,-0.025157232704402517
1.702878365831012,-0.4065335753176044,-0.6032608695652173,-0.2136602451838877,-0.41861661095397273,-0.5039149888143177,-0.9826086956521737,1.4148681055155876,-0.3067610062893082
0.4345403899721449,0.2722323049001816,-0.30434782608695643,0.9597197898423819,-0.18205194137310363,0.06711409395973161,-0.08695652173913043,-0.014388489208633212,-0.1949685534591195
0.5069637883008357,0.22504537205081684,-0.4021739130434782,-0.31523642732049034,-0.23399331447672925,0.37919463087248323,-0.13043478260869565,0.3788968824940048,-0.21069182389937108
-0.23026926648096566,-0.19237749546279498,1.29891304347826,0.28021015761821366,-0.012342504499871433,-0.4463087248322148,0.32173913043478286,-0.5275779376498801,-0.003930817610062893
0.61652739090065,0.3121597096188749,0.5380434782608695,0.28021015761821366,0.1717665209565441,0.39485458612975394,-1.3913043478260863,0.225419664268585,0.13286163522012578
0.009285051067780872,-0.8820326678765883,0.7309782608695647,-1.103327495621716,0.23347904345590126,0.33780760626398215,0.09565217391304422,-0.2925659472422063,0.5141509433962265
-0.16341689879294338,1.1760435571687846,-0.9456521739130432,-0.5359019264448335,3.632810491128825,1.2651006711409396,0.34782608695652173,-0.2733812949640288,2.408805031446541
-0.15784586815227483,0.5517241379310347,0.14945652173913032,0.33975481611208413,0.27462072512213936,-0.4787472035794183,0.06956521739130533,-0.40287769784172667,0.17138364779874213
