Age,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked
1.0,0.137565597877908,1.0,0.0,0.8421052631578947,0.31360946745562135,0.42857142857142855,0.12244897959183673
0.4117647058823529,0.818974994815868,0.0,0.0,0.5263157894736842,0.5266272189349113,0.47959183673469385,0.22448979591836732
0.5,0.9734720379200515,0.0,0.0,0.5789473684210527,0.04142011834319527,0.11224489795918367,0.6938775510204082
1.0,0.4311181641426723,0.0,0.0,0.3684210526315789,0.8224852071005917,0.43877551020408156,0.7755102040816326
0.9705882352941175,0.2592958608381817,0.0,0.0,0.5263157894736842,0.6923076923076923,0.13265306122448978,0.08163265306122448
0.8235294117647058,0.1592607776035115,0.0,0.0,0.5789473684210527,0.9467455621301776,0.6020408163265305,0.6938775510204082
0.0,0.5209030694402624,0.0,0.0,0.2631578947368421,0.005917159763313612,0.673469387755102,0.8163265306122448
0.08823529411764708,0.45208898759899513,0.0,0.0,0.8421052631578947,0.44378698224852076,0.846938775510204,0.5102040816326531
0.8823529411764706,0.6624880732963759,0.0,0.0,0.6842105263157894,0.9763313609467456,0.24489795918367346,0.36734693877551017
0.8529411764705883,0.6973245756078976,0.0,0.0,0.21052631578947367,0.2544378698224852,0.07142857142857142,0.6122448979591836
0.9705882352941175,0.7443382971595478,0.0,0.0,1.0,0.4378698224852071,0.7142857142857142,0.8163265306122448
0.08823529411764708,0.985880490254003,1.0,0.0,0.0,0.0,0.32653061224489793,0.7142857142857142
0.9705882352941175,0.806535407925468,0.0,0.0,0.9473684210526315,0.26627218934911245,0.6020408163265305,0.8571428571428571
1.0,0.19416982016382361,0.0,0.0,0.0,0.3846153846153846,0.061224489795918366,0.7346938775510203
0.6176470588235294,0.9014740383659342,0.0,0.0,0.21052631578947367,0.7218934911242604,0.6122448979591836,0.32653061224489793
0.23529411764705888,0.003960277884380505,0.0,0.0,0.0,0.8224852071005917,0.2346938775510204,0.04081632653061224
0.7647058823529411,0.4342567132277051,0.0,0.0,0.3684210526315789,0.5798816568047337,0.7857142857142856,0.16326530612244897
0.38235294117647056,0.6571609037039767,0.0,0.0,0.9473684210526315,0.8461538461538461,0.8163265306122448,0.14285714285714285
0.47058823529411764,0.28806155143760004,0.0,0.0,1.0,0.05325443786982248,0.6224489795918366,0.14285714285714285
0.6764705882352942,0.6784361888024284,0.0,0.0,0.894736842105263,0.3076923076923077,0.1530612244897959,0.9387755102040816
0.4117647058823529,0.1637131232978689,0.0,0.0,0.894736842105263,0.6568047337278107,0.43877551020408156,0.4693877551020408
0.38235294117647056,0.9455234887711056,0.0,0.0,0.47368421052631576,0.9408284023668639,0.4183673469387755,0.6530612244897959
0.23529411764705888,0.7741101456683877,0.0,0.0,1.0,0.1834319526627219,0.5306122448979591,0.4081632653061224
0.1470588235294118,0.6781730972653722,0.0,0.0,0.8421052631578947,0.5502958579881657,0.8775510204081631,0.32653061224489793
0.7058823529411764,0.6122304982084126,0.0,0.0,0.3684210526315789,0.8816568047337279,0.520408163265306,0.5306122448979591
0.7647058823529411,0.8696678756790841,0.0,0.0,1.0,0.40828402366863903,0.2551020408163265,0.36734693877551017
0.7352941176470589,0.3991305137535685,0.0,0.0,0.15789473684210525,0.4319526627218935,0.673469387755102,0.02040816326530612
0.588235294117647,0.9953945397640326,0.0,0.0,0.3157894736842105,0.863905325443787,0.030612244897959183,0.42857142857142855
0.1470588235294118,0.7894880227355154,0.0,0.0,0.10526315789473684,0.3195266272189349,0.5408163265306122,0.5102040816326531
0.47058823529411764,0.11144156119704789,0.0,0.0,0.0,0.9112426035502958,0.5714285714285714,0.18367346938775508
0.47058823529411764,0.36420246409150586,1.0,0.0,0.3157894736842105,0.15384615384615385,0.2346938775510204,0.2040816326530612
0.7647058823529411,0.7161813502195733,0.0,0.0,0.894736842105263,0.5857988165680473,0.43877551020408156,0.36734693877551017
0.7647058823529411,0.4404064318703105,0.0,0.0,0.3684210526315789,0.10650887573964496,0.43877551020408156,0.1020408163265306
0.7647058823529411,0.6058657382519321,0.0,0.0,0.2631578947368421,0.3195266272189349,0.5,0.9183673469387754
0.7941176470588236,0.160228092123961,0.0,0.0,0.3684210526315789,0.9230769230769231,0.7959183673469387,0.16326530612244897
0.17647058823529416,0.802334421885312,0.0,0.0,0.05263157894736842,0.36094674556213013,0.4081632653061224,0.8775510204081632
0.32352941176470584,0.4534243939981478,0.0,0.0,0.7368421052631579,0.5680473372781065,0.47959183673469385,0.2857142857142857
0.8235294117647058,0.31556988005634284,0.0,0.0,0.21052631578947367,0.2781065088757396,0.7244897959183673,0.6938775510204082
0.7352941176470589,0.7974520338316177,0.0,0.0,0.894736842105263,0.591715976331361,0.7142857142857142,0.1020408163265306
0.23529411764705888,0.5025551399601297,0.0,0.0,0.47368421052631576,0.4970414201183432,0.32653061224489793,0.7959183673469387
0.8823529411764706,0.35963326416220626,0.0,0.0,0.0,0.5325443786982249,0.7755102040816326,0.7959183673469387
0.8235294117647058,0.5211524940583195,1.0,0.0,0.2631578947368421,0.23076923076923075,0.7755102040816326,0.3469387755102041
0.1470588235294118,0.1740740738100172,0.0,0.0,1.0,0.7337278106508875,0.5306122448979591,0.4081632653061224
0.4117647058823529,0.6705676255323043,0.0,0.0,0.8421052631578947,0.8106508875739645,0.4591836734693877,0.4693877551020408
0.2941176470588235,0.270818322145587,0.0,0.0,0.10526315789473684,0.9822485207100592,0.7653061224489796,0.6938775510204082
0.05882352941176472,0.1079757468454046,0.0,0.0,1.0,0.7810650887573964,0.6326530612244897,0.7959183673469387
0.2647058823529411,0.8129223332388347,0.0,0.0,0.5263157894736842,0.272189349112426,0.6326530612244897,0.6326530612244897
0.05882352941176472,0.4871870608457028,1.0,0.0,0.42105263157894735,0.05325443786982248,0.673469387755102,0.5714285714285714
0.17647058823529416,0.401362911904307,0.0,0.0,0.3157894736842105,0.2781065088757396,0.4183673469387755,0.9387755102040816
