Spending Score (1-100),Annual Income (k$)
0.38775510204081626,0.0
0.8163265306122448,0.0
0.05102040816326531,0.008196721311475405
0.7755102040816326,0.008196721311475405
0.39795918367346933,0.016393442622950824
0.7653061224489796,0.016393442622950824
0.05102040816326531,0.024590163934426215
0.9489795918367346,0.024590163934426215
0.020408163265306124,0.032786885245901634
0.7244897959183673,0.032786885245901634
0.13265306122448978,0.032786885245901634
0.9999999999999999,0.032786885245901634
0.14285714285714282,0.04098360655737705
0.7755102040816326,0.04098360655737705
0.12244897959183672,0.04098360655737705
0.7959183673469387,0.04098360655737705
0.346938775510204,0.049180327868852444
0.6632653061224489,0.049180327868852444
0.2857142857142857,0.06557377049180328
0.9897959183673468,0.06557377049180328
0.346938775510204,0.07377049180327867
0.7346938775510203,0.07377049180327867
0.04081632653061224,0.08196721311475409
0.7346938775510203,0.08196721311475409
0.13265306122448978,0.10655737704918032
0.8265306122448979,0.10655737704918032
0.31632653061224486,0.10655737704918032
0.6122448979591836,0.10655737704918032
0.3061224489795918,0.11475409836065574
0.8775510204081631,0.11475409836065574
0.030612244897959183,0.12295081967213116
0.7346938775510203,0.12295081967213116
0.030612244897959183,0.14754098360655737
0.9285714285714285,0.14754098360655737
0.13265306122448978,0.14754098360655737
0.8163265306122448,0.14754098360655737
0.16326530612244897,0.1557377049180328
0.7346938775510203,0.1557377049180328
0.2551020408163265,0.180327868852459
0.7551020408163265,0.180327868852459
0.346938775510204,0.1885245901639344
0.9285714285714285,0.1885245901639344
0.3571428571428571,0.19672131147540983
0.6122448979591836,0.19672131147540983
0.2755102040816326,0.19672131147540983
0.6530612244897959,0.19672131147540983
0.5510204081632653,0.20491803278688525
0.4693877551020408,0.20491803278688525
0.4183673469387755,0.20491803278688525
0.4183673469387755,0.20491803278688525
0.520408163265306,0.22131147540983603
0.6020408163265305,0.22131147540983603
0.5408163265306122,0.22950819672131145
0.6020408163265305,0.22950819672131145
0.44897959183673464,0.22950819672131145
0.4081632653061224,0.22950819672131145
0.5,0.23770491803278687
0.4591836734693877,0.23770491803278687
0.510204081632653,0.2540983606557377
0.4591836734693877,0.2540983606557377
0.5612244897959183,0.2540983606557377
0.5510204081632653,0.2540983606557377
0.520408163265306,0.26229508196721313
0.5918367346938775,0.26229508196721313
0.510204081632653,0.2704918032786885
0.5918367346938775,0.2704918032786885
0.5,0.2704918032786885
0.47959183673469385,0.2704918032786885
0.5918367346938775,0.2704918032786885
0.4693877551020408,0.2704918032786885
0.5510204081632653,0.2786885245901639
0.4183673469387755,0.2786885245901639
0.48979591836734687,0.28688524590163933
0.5612244897959183,0.28688524590163933
0.4693877551020408,0.319672131147541
0.5408163265306122,0.319672131147541
0.5306122448979591,0.319672131147541
0.47959183673469385,0.319672131147541
0.520408163265306,0.319672131147541
0.4183673469387755,0.319672131147541
0.510204081632653,0.319672131147541
0.5510204081632653,0.319672131147541
0.4081632653061224,0.319672131147541
0.43877551020408156,0.319672131147541
0.5714285714285714,0.319672131147541
0.4591836734693877,0.319672131147541
0.5816326530612245,0.3442622950819672
0.5510204081632653,0.3442622950819672
0.6020408163265305,0.3524590163934426
0.4591836734693877,0.3524590163934426
0.5510204081632653,0.36065573770491804
0.4081632653061224,0.36065573770491804
0.48979591836734687,0.36885245901639346
0.39795918367346933,0.36885245901639346
0.4183673469387755,0.36885245901639346
0.520408163265306,0.36885245901639346
0.4693877551020408,0.36885245901639346
0.5,0.36885245901639346
0.4183673469387755,0.3770491803278688
0.48979591836734687,0.3770491803278688
0.4081632653061224,0.38524590163934425
0.47959183673469385,0.38524590163934425
0.5918367346938775,0.38524590163934425
0.5510204081632653,0.38524590163934425
0.5612244897959183,0.38524590163934425
0.4183673469387755,0.38524590163934425
0.5,0.39344262295081966
0.4591836734693877,0.39344262295081966
0.42857142857142855,0.39344262295081966
0.47959183673469385,0.39344262295081966
0.520408163265306,0.39344262295081966
0.5408163265306122,0.39344262295081966
0.4183673469387755,0.4016393442622951
0.4591836734693877,0.4016393442622951
0.47959183673469385,0.4098360655737705
0.5,0.4098360655737705
0.42857142857142855,0.4098360655737705
0.5918367346938775,0.4098360655737705
0.42857142857142855,0.42622950819672134
0.5714285714285714,0.42622950819672134
0.5612244897959183,0.42622950819672134
0.39795918367346933,0.42622950819672134
0.5816326530612245,0.4426229508196722
0.9183673469387754,0.4426229508196722
0.2857142857142857,0.4508196721311476
0.7755102040816326,0.4508196721311476
0.346938775510204,0.4590163934426229
