child_mort,life_expec,total_fer
0.4264849074975657,0.47534516765286006,0.7365930599369085
0.06815968841285297,0.8717948717948717,0.07886435331230285
0.12025316455696201,0.8757396449704141,0.2744479495268139
0.5666991236611489,0.5522682445759369,0.7902208201892744
0.037487828627069134,0.8816568047337278,0.15457413249211355
0.057935735150925025,0.8619329388560156,0.19242902208201895
0.07546251217137293,0.8126232741617357,0.08517350157728704
0.010710808179162605,0.9842209072978304,0.12302839116719244
0.008276533592989287,0.9546351084812624,0.04574132492113564
0.17818889970788704,0.729783037475345,0.12145110410094634
0.054527750730282376,0.8224852071005916,0.11198738170347006
0.02921129503407984,0.8658777120315583,0.15930599369085174
0.22784810126582275,0.755424063116371,0.1861198738170347
0.05647517039922102,0.8796844181459565,0.09936908517350157
0.014118792599805257,0.755424063116371,0.05362776025236593
0.009250243427458614,0.9447731755424064,0.11198738170347006
0.07887049659201557,0.7751479289940829,0.24605678233438483
0.5277507302823758,0.5857988165680473,0.6640378548895899
0.19522882181110027,0.7889546351084812,0.19400630914826494
0.21421616358325216,0.7790927021696251,0.32334384858044163
0.020934761441090556,0.8816568047337278,0.025236593059936918
0.24294060370009735,0.49309664694280075,0.2728706624605678
0.08373904576436221,0.8303747534516767,0.10252365930599372
0.03846153846153846,0.8875739644970414,0.10883280757097791
0.03992210321324245,0.824457593688363,0.06624605678233439
0.5520934761441091,0.5088757396449705,0.7444794952681388
0.4430379746835442,0.504930966469428,0.8059936908517349
0.20350535540408954,0.6706114398422091,0.2728706624605678
0.5131450827653359,0.4970414201183432,0.6246056782334385
0.014605647517039919,0.9704142011834319,0.0757097791798107
0.1163583252190847,0.796844181459566,0.23974763406940064
0.7127555988315482,0.3037475345167653,0.6403785488958991
0.7176241480038948,0.4812623274161735,0.8580441640378549
0.0296981499513145,0.9270216962524654,0.11514195583596215
0.06377799415774098,0.8382642998027613,0.06940063091482651
0.07789678675754626,0.8737672583826431,0.13564668769716087
0.4167478091528724,0.6666666666666669,0.5678233438485805
0.5520934761441091,0.5009861932938856,0.8501577287066246
0.29844206426484904,0.5581854043392506,0.5993690851735016
0.03700097370983446,0.9526627218934912,0.12145110410094634
0.5277507302823758,0.47731755424063105,0.6498422712933754
0.014118792599805257,0.8717948717948717,0.0630914826498423
0.0048685491723466385,0.9428007889546351,0.04258675078864352
0.003894839337877312,0.8954635108481263,0.05678233438485805
0.007302823758519957,0.9349112426035503,0.1135646687697161
0.15481986368062314,0.8382642998027613,0.22870662460567825
0.10954235637779941,0.8796844181459565,0.2381703470031546
0.12901655306718596,0.757396449704142,0.3217665615141956
0.08081791626095422,0.8284023668639052,0.17665615141955837
0.5277507302823758,0.5680473372781064,0.6403785488958991
0.2560856864654333,0.5838264299802761,0.5457413249211357
0.009250243427458614,0.8658777120315583,0.08990536277602523
0.10467380720545277,0.6548323471400394,0.23974763406940064
0.001947419668938655,0.9447731755424064,0.1135646687697161
0.007789678675754625,0.9723865877712033,0.13880126182965297
0.2974683544303797,0.6074950690335305,0.46214511041009465
0.3782862706913339,0.6587771203155818,0.7192429022082019
0.0676728334956183,0.8027613412228797,0.12145110410094634
0.007789678675754625,0.9467455621301774,0.03785488958990535
0.3510223953261928,0.5936883629191322,0.49211356466876965
0.00632911392405063,0.9526627218934912,0.05205047318611988
0.05842259006815968,0.7731755424063115,0.17192429022082023
0.15968841285296978,0.7731755424063115,0.3517350157728706
0.5180136319376826,0.5108481262327417,0.6608832807570978
0.5423563777994158,0.4635108481262328,0.6151419558359621
0.1703992210321324,0.6587771203155818,0.2365930599369085
0.9999999999999999,0.0,0.34384858044164035
0.016553067185978577,0.8362919132149901,0.01577287066246058
0.0,0.9842209072978304,0.165615141955836
0.27361246348588114,0.6725838264299803,0.22870662460567825
0.14946445959104182,0.7455621301775149,0.20977917981072552
0.08130477117818889,0.8362919132149901,0.09621451104100948
0.16699123661148974,0.6923076923076924,0.5378548895899052
0.007789678675754625,0.9526627218934912,0.14195583596214506
0.009737098344693279,0.9723865877712033,0.2965299684542586
0.006815968841285295,0.9783037475345168,0.04889589905362776
0.07546251217137293,0.8402366863905325,0.1608832807570978
0.0029211295034079834,0.9999999999999999,0.03785488958990535
0.09006815968841285,0.8619329388560156,0.39589905362776023
0.0920155793573515,0.715976331360947,0.22870662460567825
0.29016553067185974,0.6055226824457592,0.5078864353312302
0.2925998052580331,0.5641025641025642,0.4242902208201892
0.03992210321324245,0.9092702169625247,0.16719242902208203
0.13145082765335928,0.717948717948718,0.3075709779179811
0.37147030185004865,0.6252465483234714,0.31545741324921134
0.025316455696202528,0.8086785009861931,0.03312302839116721
0.037487828627069134,0.9408284023668639,0.0725552050473186
0.47273612463485876,0.28402366863905326,0.3391167192429022
0.4221032132424537,0.5660749506903352,0.6104100946372238
0.06815968841285297,0.8678500986193293,0.1987381703470032
0.017039922103213236,0.8106508875739645,0.05520504731861198
0.0009737098344693267,0.9704142011834319,0.0757097791798107
0.0379746835443038,0.826429980276134,0.05047318611987381
0.29016553067185974,0.5660749506903352,0.5441640378548895
0.42794547224926965,0.41420118343195267,0.6561514195583595
0.025803310613437193,0.8362919132149901,0.15772870662460564
0.051606621226874386,0.9033530571992111,0.17034700315457413
0.6543330087633885,0.5404339250493096,0.8517350157728707
0.02044790652385589,0.9506903353057198,0.03312302839116721
0.4615384615384615,0.7120315581854043,0.6041009463722398
0.06037000973709834,0.814595660749507,0.06624605678233439
0.18208373904576433,0.6568047337278108,0.36435331230283907
0.07108081791626095,0.7416173570019725,0.018927444794952702
0.11441090555014606,0.6725838264299803,0.2350157728706625
0.02044790652385589,0.8737672583826431,0.09779179810725552
0.15043816942551116,0.8165680473372782,0.2255520504731861
0.47906523855890937,0.44181459566074943,0.6955835962145109
0.3008763388510224,0.6844181459566073,0.1987381703470032
0.2599805258033106,0.522682445759369,0.38643533123028395
0.21616358325219082,0.7140039447731755,0.23028391167192425
0.009250243427458614,0.9585798816568049,0.10094637223974762
0.017526777020447908,0.9625246548323473,0.1608832807570978
0.5861733203505355,0.5266272189349112,1.0
0.620253164556962,0.5601577909270218,0.7397476340694006
0.0029211295034079834,0.9644970414201183,0.12618296529968454
0.044303797468354424,0.8678500986193293,0.2760252365930599
0.43573515092502424,0.6548323471400394,0.42586750788643535
0.08325219084712754,0.9013806706114397,0.23186119873817035
0.10467380720545277,0.8284023668639052,0.24921135646687698
0.08617332035053554,0.9033530571992111,0.21924290220820192
0.14264849074975655,0.727810650887574,0.31703470031545744
