Spending Score (1-100),Annual Income (k$)
-0.2875816993464052,-1.273972602739726
0.8104575163398693,-1.273972602739726
-1.1503267973856208,-1.2465753424657535
0.7058823529411765,-1.2465753424657535
-0.26143790849673204,-1.2191780821917808
0.6797385620915033,-1.2191780821917808
-1.1503267973856208,-1.1917808219178083
1.1503267973856208,-1.1917808219178083
-1.2287581699346406,-1.1643835616438356
0.5751633986928104,-1.1643835616438356
-0.9411764705882353,-1.1643835616438356
1.2810457516339868,-1.1643835616438356
-0.9150326797385621,-1.1369863013698631
0.7058823529411765,-1.1369863013698631
-0.9673202614379085,-1.1369863013698631
0.7581699346405228,-1.1369863013698631
-0.39215686274509803,-1.1095890410958904
0.41830065359477125,-1.1095890410958904
-0.5490196078431373,-1.0547945205479452
1.2549019607843137,-1.0547945205479452
-0.39215686274509803,-1.0273972602739727
0.6013071895424836,-1.0273972602739727
-1.1764705882352942,-1.0
0.6013071895424836,-1.0
-0.9411764705882353,-0.9178082191780822
0.8366013071895425,-0.9178082191780822
-0.47058823529411764,-0.9178082191780822
0.2875816993464052,-0.9178082191780822
-0.49673202614379086,-0.8904109589041096
0.9673202614379085,-0.8904109589041096
-1.2026143790849673,-0.863013698630137
0.6013071895424836,-0.863013698630137
-1.2026143790849673,-0.7808219178082192
1.0980392156862746,-0.7808219178082192
-0.9411764705882353,-0.7808219178082192
0.8104575163398693,-0.7808219178082192
-0.8627450980392157,-0.7534246575342466
0.6013071895424836,-0.7534246575342466
-0.6274509803921569,-0.6712328767123288
0.6535947712418301,-0.6712328767123288
-0.39215686274509803,-0.6438356164383562
1.0980392156862746,-0.6438356164383562
-0.3660130718954248,-0.6164383561643836
0.2875816993464052,-0.6164383561643836
-0.5751633986928104,-0.6164383561643836
0.39215686274509803,-0.6164383561643836
0.13071895424836602,-0.589041095890411
-0.0784313725490196,-0.589041095890411
-0.20915032679738563,-0.589041095890411
-0.20915032679738563,-0.589041095890411
0.05228758169934641,-0.5342465753424658
0.26143790849673204,-0.5342465753424658
0.10457516339869281,-0.5068493150684932
0.26143790849673204,-0.5068493150684932
-0.13071895424836602,-0.5068493150684932
-0.23529411764705882,-0.5068493150684932
0.0,-0.4794520547945205
-0.10457516339869281,-0.4794520547945205
0.026143790849673203,-0.4246575342465753
-0.10457516339869281,-0.4246575342465753
0.1568627450980392,-0.4246575342465753
0.13071895424836602,-0.4246575342465753
0.05228758169934641,-0.3972602739726027
0.23529411764705882,-0.3972602739726027
0.026143790849673203,-0.3698630136986301
0.23529411764705882,-0.3698630136986301
0.0,-0.3698630136986301
-0.05228758169934641,-0.3698630136986301
0.23529411764705882,-0.3698630136986301
-0.0784313725490196,-0.3698630136986301
0.13071895424836602,-0.3424657534246575
-0.20915032679738563,-0.3424657534246575
-0.026143790849673203,-0.3150684931506849
0.1568627450980392,-0.3150684931506849
-0.0784313725490196,-0.2054794520547945
0.10457516339869281,-0.2054794520547945
0.0784313725490196,-0.2054794520547945
-0.05228758169934641,-0.2054794520547945
0.05228758169934641,-0.2054794520547945
-0.20915032679738563,-0.2054794520547945
0.026143790849673203,-0.2054794520547945
0.13071895424836602,-0.2054794520547945
-0.23529411764705882,-0.2054794520547945
-0.1568627450980392,-0.2054794520547945
0.1830065359477124,-0.2054794520547945
-0.10457516339869281,-0.2054794520547945
0.20915032679738563,-0.1232876712328767
0.13071895424836602,-0.1232876712328767
0.26143790849673204,-0.0958904109589041
-0.10457516339869281,-0.0958904109589041
0.13071895424836602,-0.0684931506849315
-0.23529411764705882,-0.0684931506849315
-0.026143790849673203,-0.0410958904109589
-0.26143790849673204,-0.0410958904109589
-0.20915032679738563,-0.0410958904109589
0.05228758169934641,-0.0410958904109589
-0.0784313725490196,-0.0410958904109589
0.0,-0.0410958904109589
-0.20915032679738563,-0.0136986301369863
-0.026143790849673203,-0.0136986301369863
-0.23529411764705882,0.0136986301369863
-0.05228758169934641,0.0136986301369863
0.23529411764705882,0.0136986301369863
0.13071895424836602,0.0136986301369863
0.1568627450980392,0.0136986301369863
-0.20915032679738563,0.0136986301369863
0.0,0.0410958904109589
-0.10457516339869281,0.0410958904109589
-0.1830065359477124,0.0410958904109589
-0.05228758169934641,0.0410958904109589
0.05228758169934641,0.0410958904109589
0.10457516339869281,0.0410958904109589
-0.20915032679738563,0.0684931506849315
-0.10457516339869281,0.0684931506849315
-0.05228758169934641,0.0958904109589041
0.0,0.0958904109589041
-0.1830065359477124,0.0958904109589041
0.23529411764705882,0.0958904109589041
-0.1830065359477124,0.1506849315068493
0.1830065359477124,0.1506849315068493
0.1568627450980392,0.1506849315068493
-0.26143790849673204,0.1506849315068493
0.20915032679738563,0.2054794520547945
1.0718954248366013,0.2054794520547945
-0.5490196078431373,0.2328767123287671
0.7058823529411765,0.2328767123287671
-0.39215686274509803,0.2602739726027397
1.1764705882352942,0.2602739726027397
-1.0196078431372548,0.2602739726027397
0.6535947712418301,0.2602739726027397
-1.0718954248366013,0.2602739726027397
0.6535947712418301,0.2602739726027397
-0.41830065359477125,0.2876712328767123
0.5490196078431373,0.2876712328767123
-1.1764705882352942,0.3150684931506849
0.9934640522875817,0.3150684931506849
-1.1241830065359477,0.3150684931506849
0.6013071895424836,0.3150684931506849
-1.0457516339869282,0.3424657534246575
0.5751633986928104,0.3424657534246575
-1.1764705882352942,0.3698630136986301
1.1241830065359477,0.3698630136986301
-0.26143790849673204,0.3972602739726027
0.9673202614379085,0.3972602739726027
-0.9934640522875817,0.4246575342465753
1.2287581699346406,0.4246575342465753
-0.3660130718954248,0.4246575342465753
0.6274509803921569,0.4246575342465753
-0.7320261437908496,0.4520547945205479
1.0457516339869282,0.4520547945205479
-0.8627450980392157,0.4520547945205479
0.9934640522875817,0.4520547945205479
-0.7843137254901961,0.4520547945205479
0.6797385620915033,0.4520547945205479
-0.8888888888888888,0.4520547945205479
1.0196078431372548,0.4520547945205479
-1.2810457516339868,0.4520547945205479
0.7320261437908496,0.4520547945205479
-1.2810457516339868,0.4520547945205479
0.6013071895424836,0.4520547945205479
-0.39215686274509803,0.4794520547945205
0.8627450980392157,0.4794520547945205
-1.1764705882352942,0.5342465753424658
1.1241830065359477,0.5342465753424658
-0.6274509803921569,0.6438356164383562
0.6535947712418301,0.6438356164383562
-0.7843137254901961,0.6712328767123288
1.1764705882352942,0.6712328767123288
-0.6013071895424836,0.6986301369863014
0.33986928104575165,0.6986301369863014
-0.9673202614379085,0.6986301369863014
0.6535947712418301,0.6986301369863014
-1.0457516339869282,0.6986301369863014
1.0980392156862746,0.6986301369863014
-0.9673202614379085,0.726027397260274
0.9411764705882353,0.726027397260274
-0.9150326797385621,0.726027397260274
0.49673202614379086,0.726027397260274
-0.9411764705882353,0.863013698630137
1.0457516339869282,0.863013698630137
-0.47058823529411764,0.9726027397260274
0.9411764705882353,0.9726027397260274
-0.9150326797385621,1.0
0.9934640522875817,1.0
-0.2875816993464052,1.0273972602739727
1.2287581699346406,1.0273972602739727
-0.6797385620915033,1.082191780821918
0.47058823529411764,1.082191780821918
-0.8627450980392157,1.1369863013698631
0.9150326797385621,1.1369863013698631
-0.7058823529411765,1.1369863013698631
0.49673202614379086,1.1369863013698631
-1.0980392156862746,1.4109589041095891
1.0718954248366013,1.4109589041095891
-0.8888888888888888,1.6027397260273972
0.7581699346405228,1.6027397260273972
-0.5751633986928104,1.7671232876712328
0.6274509803921569,1.7671232876712328
-0.8366013071895425,2.0684931506849313
0.8627450980392157,2.0684931506849313
