Age,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked
1.6885567518554006,-1.2568714729112203,1.9753381442967495,0.3909254917484843,1.1281175308920752,-0.6752429803829385,-0.22020786327305308,-1.2750954144438607
-0.2938990765630327,1.1453883686701332,-0.5062424389906242,1.6853807624388295,0.07707635304231562,0.05681590336655809,-0.04404157265461062,-0.925121375237663
0.0034692976997322722,1.690056587159692,-0.5062424389906242,0.3909254917484843,0.2522498826839422,-1.6106515540628508,-1.3124388651073964,0.6847592051108465
1.6885567518554006,-0.22197300438423356,-0.5062424389906242,0.3909254917484843,-0.4484442358825642,1.0735643530186367,-0.1849746051493646,0.9647384364758048
1.589433960434479,-0.8277201821766312,-0.5062424389906242,-0.9035297789418608,0.07707635304231562,0.626195035171722,-1.2419723488600194,-1.4150850301263398
1.0938200033298706,-1.1803866764806066,-0.5062424389906242,-0.9035297789418608,0.2522498826839422,1.5005987018725098,0.3787575248296513,0.6847592051108465
-1.681618156455936,0.09455722449992038,-0.5062424389906242,0.3909254917484843,-0.7987912951658175,-1.7326613680211003,0.6253903316954708,1.1047280521582838
-1.384249782193171,-0.14804187390614415,-0.5062424389906242,1.6853807624388295,1.1281175308920752,-0.22787366253602392,1.2243557197981751,0.054805934539690654
1.2920655861717139,0.593704976882105,-0.5062424389906242,-0.9035297789418608,0.6025969419671955,1.6022735468377176,-0.854406509499446,-0.4351577203489862
1.1929427947507922,0.7165185613442281,-0.5062424389906242,-0.9035297789418608,-0.9739648248074441,-0.8785926703133542,-1.4533718976021504,0.40477997374588837
1.589433960434479,0.8822620568028027,-0.5062424389906242,1.6853807624388295,1.6536381198169552,-0.24820863152906547,0.7663233641902247,1.1047280521582838
-1.384249782193171,1.7338016938047978,1.9753381442967495,-0.9035297789418608,-1.6746589433739505,-1.7529963370141417,-0.572540444509938,0.7547540129520861
1.589433960434479,1.1015334993845682,-0.5062424389906242,-0.9035297789418608,1.4784645901753286,-0.8379227323272711,0.3787575248296513,1.244717667840763
1.6885567518554006,-1.0573173565863765,-0.5062424389906242,0.3909254917484843,-1.6746589433739505,-0.4312233524664396,-1.4886051557258388,0.8247488207933257
0.3999604633834189,1.4362328157525663,-0.5062424389906242,1.6853807624388295,-0.9739648248074441,0.72786988013693,0.4139907829533398,-0.5751473360314653
-0.8886358250885626,-1.7278874235047212,-0.5062424389906242,-0.9035297789418608,-1.6746589433739505,1.0735643530186367,-0.8896397676231345,-1.555074645808819
